02/24/2016,44,0,0,AGN
02/18/2016,75,2,1,AGN
01/07/2016,40,2,0,AGN
11/25/2015,200,21,1,AGN
11/23/2015,227,12,5,AGN
11/19/2015,162,5,7,AGN
11/16/2015,59,6,4,AGN
11/04/2015,49,4,1,AGN
10/29/2015,216,13,7,AGN
10/27/2015,33,1,0,AGN
10/19/2015,13,0,0,AGN
10/09/2015,45,1,0,AGN
10/01/2015,55,4,0,AGN
09/25/2015,19,0,0,AGN
09/23/2015,44,6,0,AGN
09/17/2015,43,2,1,AGN
09/10/2015,53,2,1,AGN
09/03/2015,72,8,1,AGN
08/31/2015,74,4,2,AGN
08/24/2015,91,5,0,AGN
08/10/2015,48,5,1,AGN
08/05/2015,80,6,0,AGN
07/27/2015,100,2,3,AGN
07/07/2015,117,9,1,AGN
07/06/2015,42,4,2,AGN
06/17/2015,85,5,1,AGN
06/15/2015,35,1,0,AGN
06/02/2015,68,3,1,AGN
06/01/2015,38,0,0,AGN
05/18/2015,63,1,2,AGN
05/11/2015,31,2,0,AGN
03/09/2017,29,4,0,ADS
03/03/2017,47,8,0,ADS
02/21/2017,19,3,0,ADS
01/26/2017,109,9,0,ADS
12/08/2016,36,5,0,ADS
10/13/2016,45,9,0,ADS
07/28/2016,23,5,0,ADS
07/21/2016,122,7,2,ADS
07/14/2016,41,7,0,ADS
07/11/2016,35,3,2,ADS
06/15/2016,84,13,0,ADS
06/07/2016,21,3,0,ADS
05/19/2016,44,8,0,ADS
05/16/2016,40,3,4,ADS
02/18/2016,37,4,1,ADS
01/06/2016,49,4,0,ADS
10/22/2015,17,1,0,ADS
09/01/2015,52,5,1,ADS
07/23/2015,28,2,1,ADS
06/10/2015,29,1,0,ADS
02/23/2017,40,1,4,LNT
11/03/2016,118,9,3,LNT
09/23/2016,32,1,2,LNT
08/01/2016,40,2,0,LNT
07/27/2016,47,2,0,LNT
06/07/2016,15,1,0,LNT
01/15/2016,23,2,1,LNT
10/09/2015,35,4,2,LNT
08/05/2015,23,1,0,LNT
07/31/2015,51,2,1,LNT
07/13/2015,23,2,1,LNT
04/30/2015,23,1,0,LNT
04/06/2017,42,1,2,ALL
02/01/2017,72,5,1,ALL
01/11/2017,38,3,1,ALL
09/26/2016,36,6,0,ALL
08/18/2016,16,0,3,ALL
08/03/2016,68,3,3,ALL
08/03/2016,47,3,2,ALL
06/02/2016,39,5,2,ALL
02/12/2016,32,3,0,ALL
07/14/2015,12,2,0,ALL
05/20/2015,22,1,0,ALL
04/12/2017,34,2,0,GOOGL
04/10/2017,34,4,0,GOOGL
04/07/2017,33,0,0,GOOGL
04/06/2017,32,3,3,GOOGL
04/05/2017,20,3,0,GOOGL
04/03/2017,24,1,0,GOOGL
03/29/2017,8,0,0,GOOGL
03/28/2017,17,4,0,GOOGL
03/24/2017,23,2,3,GOOGL
03/23/2017,27,0,3,GOOGL
03/22/2017,31,3,0,GOOGL
03/17/2017,57,4,2,GOOGL
03/14/2017,35,1,0,GOOGL
03/14/2017,35,3,0,GOOGL
03/08/2017,74,4,4,GOOGL
02/28/2017,57,4,1,GOOGL
02/27/2017,18,1,1,GOOGL
02/27/2017,21,1,1,GOOGL
02/22/2017,18,0,0,GOOGL
02/16/2017,43,5,1,GOOGL
02/10/2017,25,0,0,GOOGL
02/07/2017,43,0,0,GOOGL
02/07/2017,17,1,0,GOOGL
02/06/2017,32,3,1,GOOGL
02/06/2017,43,2,0,GOOGL
02/03/2017,43,3,1,GOOGL
01/26/2017,128,8,3,GOOGL
01/26/2017,76,4,1,GOOGL
01/19/2017,20,3,0,GOOGL
01/18/2017,35,2,1,GOOGL
01/04/2017,45,1,0,GOOGL
01/02/2017,56,4,0,GOOGL
12/21/2016,86,5,0,GOOGL
12/12/2016,21,2,0,GOOGL
12/08/2016,52,3,0,GOOGL
12/08/2016,16,2,0,GOOGL
10/26/2016,35,0,0,GOOGL
10/25/2016,9,0,0,GOOGL
10/13/2016,74,2,0,GOOGL
10/12/2016,34,2,0,GOOGL
09/22/2016,22,1,2,GOOGL
09/22/2016,39,3,1,GOOGL
08/30/2016,19,0,0,GOOGL
08/26/2016,60,3,1,GOOGL
08/22/2016,54,5,1,GOOGL
08/08/2016,19,1,0,GOOGL
08/02/2016,29,1,1,GOOGL
08/02/2016,42,2,3,GOOGL
08/02/2016,12,0,0,GOOGL
07/28/2016,118,6,4,GOOGL
07/27/2016,10,1,0,GOOGL
07/14/2016,38,1,5,GOOGL
07/12/2016,30,1,1,GOOGL
07/06/2016,20,1,0,GOOGL
06/30/2016,14,0,0,GOOGL
06/29/2016,109,16,6,GOOGL
06/23/2016,19,2,0,GOOGL
06/16/2016,10,1,0,GOOGL
06/16/2016,32,1,1,GOOGL
06/10/2016,12,1,0,GOOGL
06/03/2016,33,1,0,GOOGL
06/02/2016,21,2,0,GOOGL
05/27/2016,61,6,2,GOOGL
05/26/2016,14,0,0,GOOGL
05/19/2016,42,1,0,GOOGL
05/13/2016,30,2,2,GOOGL
05/11/2016,10,0,0,GOOGL
05/04/2016,246,17,8,GOOGL
04/29/2016,207,16,14,GOOGL
04/27/2016,233,7,13,GOOGL
04/26/2016,45,4,1,GOOGL
04/22/2016,42,2,3,GOOGL
04/20/2016,170,5,7,GOOGL
04/18/2016,165,11,9,GOOGL
04/18/2016,172,6,13,GOOGL
03/15/2016,236,14,10,GOOGL
03/14/2016,223,12,16,GOOGL
03/13/2016,116,9,5,GOOGL
03/13/2016,251,12,4,GOOGL
03/07/2016,227,11,10,GOOGL
03/07/2016,210,15,7,GOOGL
02/24/2016,205,13,4,GOOGL
02/24/2016,115,4,4,GOOGL
02/23/2016,169,3,4,GOOGL
02/19/2016,68,4,4,GOOGL
02/06/2016,233,8,12,GOOGL
02/05/2016,195,13,9,GOOGL
02/01/2016,253,8,14,GOOGL
01/28/2016,116,5,11,GOOGL
01/04/2016,224,7,18,GOOGL
12/16/2015,206,3,15,GOOGL
12/15/2015,241,13,4,GOOGL
12/07/2015,233,20,11,GOOGL
11/29/2015,189,14,5,GOOGL
11/17/2015,88,4,4,GOOGL
11/13/2015,142,5,9,GOOGL
11/10/2015,110,4,6,GOOGL
11/08/2015,123,3,0,GOOGL
11/04/2015,230,15,9,GOOGL
10/30/2015,125,4,6,GOOGL
10/08/2015,178,7,5,GOOGL
09/20/2015,216,7,3,GOOGL
09/13/2015,228,5,9,GOOGL
09/02/2015,185,5,6,GOOGL
08/26/2015,121,11,8,GOOGL
08/18/2015,56,2,0,GOOGL
08/10/2015,220,11,4,GOOGL
06/28/2015,147,12,0,GOOGL
06/18/2015,36,2,0,GOOGL
06/10/2015,42,2,0,GOOGL
06/01/2015,62,6,1,GOOGL
04/28/2015,37,4,0,GOOGL
04/12/2017,34,2,0,GOOG
04/10/2017,34,4,0,GOOG
04/07/2017,33,0,0,GOOG
04/06/2017,32,3,3,GOOG
04/05/2017,20,3,0,GOOG
04/03/2017,24,1,0,GOOG
03/29/2017,8,0,0,GOOG
03/28/2017,17,4,0,GOOG
03/24/2017,23,2,3,GOOG
03/23/2017,27,0,3,GOOG
03/22/2017,31,3,0,GOOG
03/17/2017,57,4,2,GOOG
03/14/2017,35,1,0,GOOG
03/14/2017,35,3,0,GOOG
03/08/2017,74,4,4,GOOG
02/28/2017,57,4,1,GOOG
02/27/2017,18,1,1,GOOG
02/27/2017,21,1,1,GOOG
02/22/2017,18,0,0,GOOG
02/16/2017,43,5,1,GOOG
02/10/2017,25,0,0,GOOG
02/07/2017,43,0,0,GOOG
02/07/2017,17,1,0,GOOG
02/06/2017,32,3,1,GOOG
02/06/2017,43,2,0,GOOG
02/03/2017,43,3,1,GOOG
01/26/2017,128,8,3,GOOG
01/26/2017,76,4,1,GOOG
01/19/2017,20,3,0,GOOG
01/18/2017,35,2,1,GOOG
01/04/2017,45,1,0,GOOG
01/02/2017,56,4,0,GOOG
12/21/2016,86,5,0,GOOG
12/12/2016,21,2,0,GOOG
12/08/2016,52,3,0,GOOG
12/08/2016,16,2,0,GOOG
10/26/2016,35,0,0,GOOG
10/25/2016,9,0,0,GOOG
